question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
11,"Methyl 2,4-dihydroxy-m-toluate",CC1=C(C=CC(=C1O)C(=O)OC)O,,,Mad som; Balsamico; Minty; Marine; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC1=C(C=CC(=C1O)C(=O)OC)O]? Vælg kun én fra [Mad som; Balsamico; Minty; Marine; ]. Skriv ikke nogen kommentarer.,"Hvad er den primære lugtdeskriptor for molekylet? [Methyl 2,4-dihydroxy-m-toluate]? Vælg kun én fra [Mad som; Balsamico; Minty; Marine; ]. Skriv ikke nogen kommentarer.",Marine,Descriptor 2=Mossy;Descriptor 3=Aldehydic
12,3-Octen-2-one,CCCC/C=C/C(=O)C,,,Amber; Gourmand; Jordnær; Marine; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CCCC/C=C/C(=O)C]? Vælg kun én fra [Amber; Gourmand; Jordnær; Marine; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [3-Octen-2-one]? Vælg kun én fra [Amber; Gourmand; Jordnær; Marine; ]. Skriv ikke nogen kommentarer.,Jordnær,Descriptor 2=Mushroom;Descriptor 3=Sweet
13,Isoeugenol benzoate,CC=CC1=CC(=C(C=C1)OC(=O)C2=CC=CC=C2)OC,,,Anisisk; Balsamico; Citrus; Svovlholdig; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC=CC1=CC(=C(C=C1)OC(=O)C2=CC=CC=C2)OC]? Vælg kun én fra [Anisisk; Balsamico; Citrus; Svovlholdig; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [Isoeugenol benzoate]? Vælg kun én fra [Anisisk; Balsamico; Citrus; Svovlholdig; ]. Skriv ikke nogen kommentarer.,Balsamico,Descriptor 2=Spicy;Descriptor 3=Floral
14,2-Ethyl-1-hexanol,CCCCC(CC)CO,,,Røget; Kamferholdig; Sur; Musk som; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CCCCC(CC)CO]? Vælg kun én fra [Røget; Kamferholdig; Sur; Musk som; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [2-Ethyl-1-hexanol]? Vælg kun én fra [Røget; Kamferholdig; Sur; Musk som; ]. Skriv ikke nogen kommentarer.,Kamferholdig,Descriptor 2=Aldehydic;Descriptor 3=Sweet
15,Anethole (isomer unspecified),C/C=C/C1=CC=C(C=C1)OC,,,Svovlholdig; Anisisk; Citrus; Aldehydisk; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [C/C=C/C1=CC=C(C=C1)OC]? Vælg kun én fra [Svovlholdig; Anisisk; Citrus; Aldehydisk; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [Anethole (isomer unspecified)]? Vælg kun én fra [Svovlholdig; Anisisk; Citrus; Aldehydisk; ]. Skriv ikke nogen kommentarer.,Anisisk,Descriptor 2=Green;Descriptor 3=Herbal
16,3-Methyl-2-butenal,CC(=CC=O)C,,,Røget; Powdery; Musk som; Aldehydisk; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC(=CC=O)C]? Vælg kun én fra [Røget; Powdery; Musk som; Aldehydisk; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [3-Methyl-2-butenal]? Vælg kun én fra [Røget; Powdery; Musk som; Aldehydisk; ]. Skriv ikke nogen kommentarer.,Aldehydisk,Descriptor 2=Fruity;Descriptor 3=Nutty
17,Methoxy dicyclopentadiene carboxaldehyde,COC1CC2CC1C3C2CC(C3)C=O,,,Amber; Marine; Sur; Jordnær; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [COC1CC2CC1C3C2CC(C3)C=O]? Vælg kun én fra [Amber; Marine; Sur; Jordnær; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [Methoxy dicyclopentadiene carboxaldehyde]? Vælg kun én fra [Amber; Marine; Sur; Jordnær; ]. Skriv ikke nogen kommentarer.,Marine,Descriptor 2=Aldehydic;Descriptor 3=Floral
18,Decanenitrile,CCCCCCCCCC#N,,,Røget; Aromatisk; Citrus; Marine; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CCCCCCCCCC#N]? Vælg kun én fra [Røget; Aromatisk; Citrus; Marine; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [Decanenitrile]? Vælg kun én fra [Røget; Aromatisk; Citrus; Marine; ]. Skriv ikke nogen kommentarer.,Citrus,Descriptor 2=Tropical-Fruit;Descriptor 3=Green
19,sec-Butylquinoline,CCC(C)C1=CC2=C(C=C1)N=CC=C2,,,Kamferholdig; Urte; Woody; Dyreagtig; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CCC(C)C1=CC2=C(C=C1)N=CC=C2]? Vælg kun én fra [Kamferholdig; Urte; Woody; Dyreagtig; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [sec-Butylquinoline]? Vælg kun én fra [Kamferholdig; Urte; Woody; Dyreagtig; ]. Skriv ikke nogen kommentarer.,Dyreagtig,Descriptor 2=Leathery;Descriptor 3=Green
20,trans-Isoeugenol,C/C=C/C1=CC(=C(C=C1)O)OC,,,Gourmand; Urte; Krydret; Svovlholdig; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [C/C=C/C1=CC(=C(C=C1)O)OC]? Vælg kun én fra [Gourmand; Urte; Krydret; Svovlholdig; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [trans-Isoeugenol]? Vælg kun én fra [Gourmand; Urte; Krydret; Svovlholdig; ]. Skriv ikke nogen kommentarer.,Krydret,Descriptor 2=Clove;Descriptor 3=Floral
21,"alpha,alpha-Dimethyl-p-ethylphenylpropanal",CCC1=CC=C(C=C1)CC(C)(C)C=O,,,Anisisk; Ozon; Aromatisk; Powdery; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CCC1=CC=C(C=C1)CC(C)(C)C=O]? Vælg kun én fra [Anisisk; Ozon; Aromatisk; Powdery; ]. Skriv ikke nogen kommentarer.,"Hvad er den primære lugtdeskriptor for molekylet? [alpha,alpha-Dimethyl-p-ethylphenylpropanal]? Vælg kun én fra [Anisisk; Ozon; Aromatisk; Powdery; ]. Skriv ikke nogen kommentarer.",Ozon,Descriptor 2=Floral;Descriptor 3=Aldehydic
22,p-Tolyl 3-methylbutyrate,CC1=CC=C(C=C1)OC(=O)CC(C)C,,,Tobak som; Musk som; Amber; Svovlholdig; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC1=CC=C(C=C1)OC(=O)CC(C)C]? Vælg kun én fra [Tobak som; Musk som; Amber; Svovlholdig; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [p-Tolyl 3-methylbutyrate]? Vælg kun én fra [Tobak som; Musk som; Amber; Svovlholdig; ]. Skriv ikke nogen kommentarer.,Tobak som,Descriptor 2=Spicy;Descriptor 3=Herbal
23,"Oxacyclohexadecane-2,13-dione",C1CCCCCC(=O)OCCCC(=O)CCCC1,,,Musk som; Røget; Frugtagtig; Blomster; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [C1CCCCCC(=O)OCCCC(=O)CCCC1]? Vælg kun én fra [Musk som; Røget; Frugtagtig; Blomster; ]. Skriv ikke nogen kommentarer.,"Hvad er den primære lugtdeskriptor for molekylet? [Oxacyclohexadecane-2,13-dione]? Vælg kun én fra [Musk som; Røget; Frugtagtig; Blomster; ]. Skriv ikke nogen kommentarer.",Musk som,Descriptor 2=Sweet;Descriptor 3=Powdery
24,Anise seed oil,CCCCCCC(CC=CCCCCCCCC(=O)OCCN(CCOC(=O)CCCCCCCC=CCC(CCCCCC)O)CCOC(=O)CCCCCCCC=CCC(CCCCCC)O)O,,,Krydret; Blomster; Anisisk; Tobak som; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CCCCCCC(CC=CCCCCCCCC(=O)OCCN(CCOC(=O)CCCCCCCC=CCC(CCCCCC)O)CCOC(=O)CCCCCCCC=CCC(CCCCCC)O)O]? Vælg kun én fra [Krydret; Blomster; Anisisk; Tobak som; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [Anise seed oil]? Vælg kun én fra [Krydret; Blomster; Anisisk; Tobak som; ]. Skriv ikke nogen kommentarer.,Anisisk,Descriptor 2=Herbal;Descriptor 3=Liquorice
25,"2,6-Dimethyl-10-methylene-2,6,11-dodecatrienal",C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,,,Musk som; Aromatisk; Powdery; Citrus; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O]? Vælg kun én fra [Musk som; Aromatisk; Powdery; Citrus; ]. Skriv ikke nogen kommentarer.,"Hvad er den primære lugtdeskriptor for molekylet? [2,6-Dimethyl-10-methylene-2,6,11-dodecatrienal]? Vælg kun én fra [Musk som; Aromatisk; Powdery; Citrus; ]. Skriv ikke nogen kommentarer.",Citrus,Descriptor 2=Mandarin;Descriptor 3=Aldehydic
26,"1-Phenyl-1,2-propanedione",CC(=O)C(=O)C1=CC=CC=C1,,,Sur; Dyreagtig; Aromatisk; Honning; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC(=O)C(=O)C1=CC=CC=C1]? Vælg kun én fra [Sur; Dyreagtig; Aromatisk; Honning; ]. Skriv ikke nogen kommentarer.,"Hvad er den primære lugtdeskriptor for molekylet? [1-Phenyl-1,2-propanedione]? Vælg kun én fra [Sur; Dyreagtig; Aromatisk; Honning; ]. Skriv ikke nogen kommentarer.",Aromatisk,Descriptor 2=Phenolic;Descriptor 3=Dry
27,Methyl phenylacetate,COC(=O)CC1=CC=CC=C1,,,Mad som; Citrus; Honning; Woody; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [COC(=O)CC1=CC=CC=C1]? Vælg kun én fra [Mad som; Citrus; Honning; Woody; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [Methyl phenylacetate]? Vælg kun én fra [Mad som; Citrus; Honning; Woody; ]. Skriv ikke nogen kommentarer.,Honning,Descriptor 2=Sweet;Descriptor 3=Floral
28,"Octahydro-7,7,8,8-tetramethyl-2,3b-methano-3bH-
cyclopenta[1,3]cyclopropa[1,2]benzene-4-methanol",CC1(CCC(C23C14C2CC(C4)C3(C)C)CO)C,,,Anisisk; Amber; Marine; Svovlholdig; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC1(CCC(C23C14C2CC(C4)C3(C)C)CO)C]? Vælg kun én fra [Anisisk; Amber; Marine; Svovlholdig; ]. Skriv ikke nogen kommentarer.,"Hvad er den primære lugtdeskriptor for molekylet? [Octahydro-7,7,8,8-tetramethyl-2,3b-methano-3bH-
cyclopenta[1,3]cyclopropa[1,2]benzene-4-methanol]? Vælg kun én fra [Anisisk; Amber; Marine; Svovlholdig; ]. Skriv ikke nogen kommentarer.",Amber,Descriptor 2=Sage;Descriptor 3=Warm
29,Vanilla absolute,CC1=CC=C(C=C1)CC(=O)C2C3=CC=CC(=C3C(CN2C(=O)C=CC4=C(C=CC(=C4F)Cl)N5C=NN=N5)(C)C)C6=CC=C(C=C6)C(=O)NC.CC1=CC=C(C=C1)CC(=O)C2C3=CC=CC(=C3C(CN2C(=O)C=CC4=C(C=CC(=C4F)Cl)N5C=NN=N5)(C)C)C6=CC=C(C=C6)[N+](=O)[O-].CC1(CN(C(C2=CC=CC(=C21)C3=CC=C(C=C3)C(=O)N)C(=O)CC4=CC=C(C=C4)C(=O)O)C(=O)C=CC5=C(C=CC(=C5F)Cl)N6C=NN=N6)C,,,Gourmand; Ozon; Marine; Amber; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC1=CC=C(C=C1)CC(=O)C2C3=CC=CC(=C3C(CN2C(=O)C=CC4=C(C=CC(=C4F)Cl)N5C=NN=N5)(C)C)C6=CC=C(C=C6)C(=O)NC.CC1=CC=C(C=C1)CC(=O)C2C3=CC=CC(=C3C(CN2C(=O)C=CC4=C(C=CC(=C4F)Cl)N5C=NN=N5)(C)C)C6=CC=C(C=C6)[N+](=O)[O-].CC1(CN(C(C2=CC=CC(=C21)C3=CC=C(C=C3)C(=O)N)C(=O)CC4=CC=C(C=C4)C(=O)O)C(=O)C=CC5=C(C=CC(=C5F)Cl)N6C=NN=N6)C]? Vælg kun én fra [Gourmand; Ozon; Marine; Amber; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [Vanilla absolute]? Vælg kun én fra [Gourmand; Ozon; Marine; Amber; ]. Skriv ikke nogen kommentarer.,Amber,Descriptor 2=Creamy;Descriptor 3=Vanilla
30,2-Acetyl-3-methylpyrazine,CC1=NC=CN=C1C(=O)C,,,Mad som; Svovlholdig; Grøn; Musk som; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC1=NC=CN=C1C(=O)C]? Vælg kun én fra [Mad som; Svovlholdig; Grøn; Musk som; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [2-Acetyl-3-methylpyrazine]? Vælg kun én fra [Mad som; Svovlholdig; Grøn; Musk som; ]. Skriv ikke nogen kommentarer.,Mad som,Descriptor 2=Nutty;Descriptor 3=Roasted
31,Anisyl alcohol,COC1=CC=C(C=C1)CO,,,Krydret; Blomster; Anisisk; Gourmand; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [COC1=CC=C(C=C1)CO]? Vælg kun én fra [Krydret; Blomster; Anisisk; Gourmand; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [Anisyl alcohol]? Vælg kun én fra [Krydret; Blomster; Anisisk; Gourmand; ]. Skriv ikke nogen kommentarer.,Anisisk,Descriptor 2=Sweet;Descriptor 3=Licorice
32,"1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexene-1-yl)-5-methyl-5-(1-methylpropyl)-",CCC(C)C1(COC(OC1)C2CCC(=CC2C)C)C,,,Amber; Sur; Svovlholdig; Powdery; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CCC(C)C1(COC(OC1)C2CCC(=CC2C)C)C]? Vælg kun én fra [Amber; Sur; Svovlholdig; Powdery; ]. Skriv ikke nogen kommentarer.,"Hvad er den primære lugtdeskriptor for molekylet? [1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexene-1-yl)-5-methyl-5-(1-methylpropyl)-]? Vælg kun én fra [Amber; Sur; Svovlholdig; Powdery; ]. Skriv ikke nogen kommentarer.",Amber,Descriptor 2=Dry;Descriptor 3=Woody
33,1-Methyl-4-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde,CC(=CCCC1=CCC(CC1)(C)C=O)C,,,Amber; Mad som; Tobak som; Aldehydisk; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC(=CCCC1=CCC(CC1)(C)C=O)C]? Vælg kun én fra [Amber; Mad som; Tobak som; Aldehydisk; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [1-Methyl-4-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde]? Vælg kun én fra [Amber; Mad som; Tobak som; Aldehydisk; ]. Skriv ikke nogen kommentarer.,Aldehydisk,Descriptor 2=Green;Descriptor 3=Floral
34,"5H-5-Methyl-6,7-dihydrocyclopenta(b)pyrazine",CC1CCC2=NC=CN=C12,,,Anisisk; Svovlholdig; Balsamico; Jordnær; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC1CCC2=NC=CN=C12]? Vælg kun én fra [Anisisk; Svovlholdig; Balsamico; Jordnær; ]. Skriv ikke nogen kommentarer.,"Hvad er den primære lugtdeskriptor for molekylet? [5H-5-Methyl-6,7-dihydrocyclopenta(b)pyrazine]? Vælg kun én fra [Anisisk; Svovlholdig; Balsamico; Jordnær; ]. Skriv ikke nogen kommentarer.",Jordnær,Descriptor 2=Sweet;Descriptor 3=Nutty
35,"4-(4,8-Dimethylnona-3,7-dienyl)pyridine",CC(=CCCC(=CCCC1=CC=NC=C1)C)C,,,Sur; Powdery; Woody; Marine; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC(=CCCC(=CCCC1=CC=NC=C1)C)C]? Vælg kun én fra [Sur; Powdery; Woody; Marine; ]. Skriv ikke nogen kommentarer.,"Hvad er den primære lugtdeskriptor for molekylet? [4-(4,8-Dimethylnona-3,7-dienyl)pyridine]? Vælg kun én fra [Sur; Powdery; Woody; Marine; ]. Skriv ikke nogen kommentarer.",Marine,Descriptor 2=Fresh;Descriptor 3=Clean
36,3-(4-Methyl-3-pentenyl)-3-cyclohexene-1-carbonitrile,CC(=CCCC1=CCCC(C1)C#N)C,,,Jordnær; Marine; Balsamico; Gourmand; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC(=CCCC1=CCCC(C1)C#N)C]? Vælg kun én fra [Jordnær; Marine; Balsamico; Gourmand; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [3-(4-Methyl-3-pentenyl)-3-cyclohexene-1-carbonitrile]? Vælg kun én fra [Jordnær; Marine; Balsamico; Gourmand; ]. Skriv ikke nogen kommentarer.,Marine,Descriptor 2=Cooling;Descriptor 3=Fresh
37,1-(2-Benzofuranyl)ethanone,CC(=O)C1=CC2=CC=CC=C2O1,,,Grøn; Amber; Anisisk; Powdery; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC(=O)C1=CC2=CC=CC=C2O1]? Vælg kun én fra [Grøn; Amber; Anisisk; Powdery; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [1-(2-Benzofuranyl)ethanone]? Vælg kun én fra [Grøn; Amber; Anisisk; Powdery; ]. Skriv ikke nogen kommentarer.,Powdery,Descriptor 2=Floral;Descriptor 3=Hay
38,Dihydrocoumarin,C1CC(=O)OC2=CC=CC=C21,,,Powdery; Tobak som; Dyreagtig; Honning; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [C1CC(=O)OC2=CC=CC=C21]? Vælg kun én fra [Powdery; Tobak som; Dyreagtig; Honning; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [Dihydrocoumarin]? Vælg kun én fra [Powdery; Tobak som; Dyreagtig; Honning; ]. Skriv ikke nogen kommentarer.,Tobak som,Descriptor 2=Coumarin;Descriptor 3=Coconut
39,"4,7-Methano-1H-inden-5-ol, 3a,4,5,6,7,7a-hexahydrodimethyl-",CC1C2C3CC(C2C=C1C)C(C3)O,,,Marine; Tobak som; Musk som; Aromatisk; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC1C2C3CC(C2C=C1C)C(C3)O]? Vælg kun én fra [Marine; Tobak som; Musk som; Aromatisk; ]. Skriv ikke nogen kommentarer.,"Hvad er den primære lugtdeskriptor for molekylet? [4,7-Methano-1H-inden-5-ol, 3a,4,5,6,7,7a-hexahydrodimethyl-]? Vælg kun én fra [Marine; Tobak som; Musk som; Aromatisk; ]. Skriv ikke nogen kommentarer.",Aromatisk,Descriptor 2=Fresh;Descriptor 3=Camphoraceous
40,1-Methyl-3-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde,CC(=CCCC1=CCCC(C1)(C)C=O)C,,,Honning; Citrus; Dyreagtig; Ozon; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC(=CCCC1=CCCC(C1)(C)C=O)C]? Vælg kun én fra [Honning; Citrus; Dyreagtig; Ozon; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [1-Methyl-3-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde]? Vælg kun én fra [Honning; Citrus; Dyreagtig; Ozon; ]. Skriv ikke nogen kommentarer.,Ozon,Descriptor 2=Fresh;Descriptor 3=Aldehydic
41,1-Cyclohexylethanol,CC(C1CCCCC1)O,,,Dyreagtig; Urte; Powdery; Citrus; ,primary_odor_descriptor,Hvad er den primære lugtdeskriptor for molekylet? [CC(C1CCCCC1)O]? Vælg kun én fra [Dyreagtig; Urte; Powdery; Citrus; ]. Skriv ikke nogen kommentarer.,Hvad er den primære lugtdeskriptor for molekylet? [1-Cyclohexylethanol]? Vælg kun én fra [Dyreagtig; Urte; Powdery; Citrus; ]. Skriv ikke nogen kommentarer.,Urte,Descriptor 2=Minty;Descriptor 3=Fruity
