question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
11,"Methyl 2,4-dihydroxy-m-toluate",CC1=C(C=CC(=C1O)C(=O)OC)O,,,Jedzenie takie jak; Balsamiczny; Minty; Marynarka wojenna; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC1=C(C=CC(=C1O)C(=O)OC)O]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [Methyl 2,4-dihydroxy-m-toluate]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Marynarka wojenna,Descriptor 2=Mossy;Descriptor 3=Aldehydic
12,3-Octen-2-one,CCCC/C=C/C(=O)C,,,Amber; Smakosz; Ziemisty; Marynarka wojenna; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCCC/C=C/C(=O)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [3-Octen-2-one]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Ziemisty,Descriptor 2=Mushroom;Descriptor 3=Sweet
13,Isoeugenol benzoate,CC=CC1=CC(=C(C=C1)OC(=O)C2=CC=CC=C2)OC,,,Anisic; Balsamiczny; Cytrus; Siarkowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC=CC1=CC(=C(C=C1)OC(=O)C2=CC=CC=C2)OC]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Isoeugenol benzoate]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Balsamiczny,Descriptor 2=Spicy;Descriptor 3=Floral
14,2-Ethyl-1-hexanol,CCCCC(CC)CO,,,Dymny; Kamforowy; Kwaśny; Musk jak; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCCCC(CC)CO]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [2-Ethyl-1-hexanol]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Kamforowy,Descriptor 2=Aldehydic;Descriptor 3=Sweet
15,Anethole (isomer unspecified),C/C=C/C1=CC=C(C=C1)OC,,,Siarkowy; Anisic; Cytrus; Aldehydowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [C/C=C/C1=CC=C(C=C1)OC]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Anethole (isomer unspecified)]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Anisic,Descriptor 2=Green;Descriptor 3=Herbal
16,3-Methyl-2-butenal,CC(=CC=O)C,,,Dymny; Powdery; Musk jak; Aldehydowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC(=CC=O)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [3-Methyl-2-butenal]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Aldehydowy,Descriptor 2=Fruity;Descriptor 3=Nutty
17,Methoxy dicyclopentadiene carboxaldehyde,COC1CC2CC1C3C2CC(C3)C=O,,,Amber; Marynarka wojenna; Kwaśny; Ziemisty; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [COC1CC2CC1C3C2CC(C3)C=O]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Methoxy dicyclopentadiene carboxaldehyde]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Marynarka wojenna,Descriptor 2=Aldehydic;Descriptor 3=Floral
18,Decanenitrile,CCCCCCCCCC#N,,,Dymny; Aromatyczny; Cytrus; Marynarka wojenna; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCCCCCCCCC#N]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Decanenitrile]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Cytrus,Descriptor 2=Tropical-Fruit;Descriptor 3=Green
19,sec-Butylquinoline,CCC(C)C1=CC2=C(C=C1)N=CC=C2,,,Kamforowy; Zioła; Drzewny; Zwierzęcy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCC(C)C1=CC2=C(C=C1)N=CC=C2]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [sec-Butylquinoline]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Zwierzęcy,Descriptor 2=Leathery;Descriptor 3=Green
20,trans-Isoeugenol,C/C=C/C1=CC(=C(C=C1)O)OC,,,Smakosz; Zioła; Spicy; Siarkowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [C/C=C/C1=CC(=C(C=C1)O)OC]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [trans-Isoeugenol]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Spicy,Descriptor 2=Clove;Descriptor 3=Floral
21,"alpha,alpha-Dimethyl-p-ethylphenylpropanal",CCC1=CC=C(C=C1)CC(C)(C)C=O,,,Anisic; Ozon; Aromatyczny; Powdery; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCC1=CC=C(C=C1)CC(C)(C)C=O]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [alpha,alpha-Dimethyl-p-ethylphenylpropanal]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Ozon,Descriptor 2=Floral;Descriptor 3=Aldehydic
22,p-Tolyl 3-methylbutyrate,CC1=CC=C(C=C1)OC(=O)CC(C)C,,,Tytoń podobny do; Musk jak; Amber; Siarkowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC1=CC=C(C=C1)OC(=O)CC(C)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [p-Tolyl 3-methylbutyrate]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Tytoń podobny do,Descriptor 2=Spicy;Descriptor 3=Herbal
23,"Oxacyclohexadecane-2,13-dione",C1CCCCCC(=O)OCCCC(=O)CCCC1,,,Musk jak; Dymny; Owocowy; Kwiatowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [C1CCCCCC(=O)OCCCC(=O)CCCC1]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [Oxacyclohexadecane-2,13-dione]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Musk jak,Descriptor 2=Sweet;Descriptor 3=Powdery
24,Anise seed oil,CCCCCCC(CC=CCCCCCCCC(=O)OCCN(CCOC(=O)CCCCCCCC=CCC(CCCCCC)O)CCOC(=O)CCCCCCCC=CCC(CCCCCC)O)O,,,Spicy; Kwiatowy; Anisic; Tytoń podobny do; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCCCCCC(CC=CCCCCCCCC(=O)OCCN(CCOC(=O)CCCCCCCC=CCC(CCCCCC)O)CCOC(=O)CCCCCCCC=CCC(CCCCCC)O)O]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Anise seed oil]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Anisic,Descriptor 2=Herbal;Descriptor 3=Liquorice
25,"2,6-Dimethyl-10-methylene-2,6,11-dodecatrienal",C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,,,Musk jak; Aromatyczny; Powdery; Cytrus; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [2,6-Dimethyl-10-methylene-2,6,11-dodecatrienal]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Cytrus,Descriptor 2=Mandarin;Descriptor 3=Aldehydic
26,"1-Phenyl-1,2-propanedione",CC(=O)C(=O)C1=CC=CC=C1,,,Kwaśny; Zwierzęcy; Aromatyczny; Miód; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC(=O)C(=O)C1=CC=CC=C1]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [1-Phenyl-1,2-propanedione]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Aromatyczny,Descriptor 2=Phenolic;Descriptor 3=Dry
27,Methyl phenylacetate,COC(=O)CC1=CC=CC=C1,,,Jedzenie takie jak; Cytrus; Miód; Drzewny; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [COC(=O)CC1=CC=CC=C1]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Methyl phenylacetate]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Miód,Descriptor 2=Sweet;Descriptor 3=Floral
28,"Octahydro-7,7,8,8-tetramethyl-2,3b-methano-3bH-
cyclopenta[1,3]cyclopropa[1,2]benzene-4-methanol",CC1(CCC(C23C14C2CC(C4)C3(C)C)CO)C,,,Anisic; Amber; Marynarka wojenna; Siarkowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC1(CCC(C23C14C2CC(C4)C3(C)C)CO)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [Octahydro-7,7,8,8-tetramethyl-2,3b-methano-3bH-
cyclopenta[1,3]cyclopropa[1,2]benzene-4-methanol]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Amber,Descriptor 2=Sage;Descriptor 3=Warm
29,Vanilla absolute,CC1=CC=C(C=C1)CC(=O)C2C3=CC=CC(=C3C(CN2C(=O)C=CC4=C(C=CC(=C4F)Cl)N5C=NN=N5)(C)C)C6=CC=C(C=C6)C(=O)NC.CC1=CC=C(C=C1)CC(=O)C2C3=CC=CC(=C3C(CN2C(=O)C=CC4=C(C=CC(=C4F)Cl)N5C=NN=N5)(C)C)C6=CC=C(C=C6)[N+](=O)[O-].CC1(CN(C(C2=CC=CC(=C21)C3=CC=C(C=C3)C(=O)N)C(=O)CC4=CC=C(C=C4)C(=O)O)C(=O)C=CC5=C(C=CC(=C5F)Cl)N6C=NN=N6)C,,,Smakosz; Ozon; Marynarka wojenna; Amber; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC1=CC=C(C=C1)CC(=O)C2C3=CC=CC(=C3C(CN2C(=O)C=CC4=C(C=CC(=C4F)Cl)N5C=NN=N5)(C)C)C6=CC=C(C=C6)C(=O)NC.CC1=CC=C(C=C1)CC(=O)C2C3=CC=CC(=C3C(CN2C(=O)C=CC4=C(C=CC(=C4F)Cl)N5C=NN=N5)(C)C)C6=CC=C(C=C6)[N+](=O)[O-].CC1(CN(C(C2=CC=CC(=C21)C3=CC=C(C=C3)C(=O)N)C(=O)CC4=CC=C(C=C4)C(=O)O)C(=O)C=CC5=C(C=CC(=C5F)Cl)N6C=NN=N6)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Vanilla absolute]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Amber,Descriptor 2=Creamy;Descriptor 3=Vanilla
30,2-Acetyl-3-methylpyrazine,CC1=NC=CN=C1C(=O)C,,,Jedzenie takie jak; Siarkowy; Zielony; Musk jak; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC1=NC=CN=C1C(=O)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [2-Acetyl-3-methylpyrazine]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jedzenie takie jak,Descriptor 2=Nutty;Descriptor 3=Roasted
31,Anisyl alcohol,COC1=CC=C(C=C1)CO,,,Spicy; Kwiatowy; Anisic; Smakosz; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [COC1=CC=C(C=C1)CO]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Anisyl alcohol]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Anisic,Descriptor 2=Sweet;Descriptor 3=Licorice
32,"1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexene-1-yl)-5-methyl-5-(1-methylpropyl)-",CCC(C)C1(COC(OC1)C2CCC(=CC2C)C)C,,,Amber; Kwaśny; Siarkowy; Powdery; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCC(C)C1(COC(OC1)C2CCC(=CC2C)C)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexene-1-yl)-5-methyl-5-(1-methylpropyl)-]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Amber,Descriptor 2=Dry;Descriptor 3=Woody
33,1-Methyl-4-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde,CC(=CCCC1=CCC(CC1)(C)C=O)C,,,Amber; Jedzenie takie jak; Tytoń podobny do; Aldehydowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC(=CCCC1=CCC(CC1)(C)C=O)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [1-Methyl-4-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Aldehydowy,Descriptor 2=Green;Descriptor 3=Floral
34,"5H-5-Methyl-6,7-dihydrocyclopenta(b)pyrazine",CC1CCC2=NC=CN=C12,,,Anisic; Siarkowy; Balsamiczny; Ziemisty; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC1CCC2=NC=CN=C12]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [5H-5-Methyl-6,7-dihydrocyclopenta(b)pyrazine]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Ziemisty,Descriptor 2=Sweet;Descriptor 3=Nutty
35,"4-(4,8-Dimethylnona-3,7-dienyl)pyridine",CC(=CCCC(=CCCC1=CC=NC=C1)C)C,,,Kwaśny; Powdery; Drzewny; Marynarka wojenna; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC(=CCCC(=CCCC1=CC=NC=C1)C)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [4-(4,8-Dimethylnona-3,7-dienyl)pyridine]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Marynarka wojenna,Descriptor 2=Fresh;Descriptor 3=Clean
36,3-(4-Methyl-3-pentenyl)-3-cyclohexene-1-carbonitrile,CC(=CCCC1=CCCC(C1)C#N)C,,,Ziemisty; Marynarka wojenna; Balsamiczny; Smakosz; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC(=CCCC1=CCCC(C1)C#N)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [3-(4-Methyl-3-pentenyl)-3-cyclohexene-1-carbonitrile]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Marynarka wojenna,Descriptor 2=Cooling;Descriptor 3=Fresh
37,1-(2-Benzofuranyl)ethanone,CC(=O)C1=CC2=CC=CC=C2O1,,,Zielony; Amber; Anisic; Powdery; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC(=O)C1=CC2=CC=CC=C2O1]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [1-(2-Benzofuranyl)ethanone]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Powdery,Descriptor 2=Floral;Descriptor 3=Hay
38,Dihydrocoumarin,C1CC(=O)OC2=CC=CC=C21,,,Powdery; Tytoń podobny do; Zwierzęcy; Miód; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [C1CC(=O)OC2=CC=CC=C21]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Dihydrocoumarin]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Tytoń podobny do,Descriptor 2=Coumarin;Descriptor 3=Coconut
39,"4,7-Methano-1H-inden-5-ol, 3a,4,5,6,7,7a-hexahydrodimethyl-",CC1C2C3CC(C2C=C1C)C(C3)O,,,Marynarka wojenna; Tytoń podobny do; Musk jak; Aromatyczny; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC1C2C3CC(C2C=C1C)C(C3)O]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [4,7-Methano-1H-inden-5-ol, 3a,4,5,6,7,7a-hexahydrodimethyl-]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Aromatyczny,Descriptor 2=Fresh;Descriptor 3=Camphoraceous
40,1-Methyl-3-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde,CC(=CCCC1=CCCC(C1)(C)C=O)C,,,Miód; Cytrus; Zwierzęcy; Ozon; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC(=CCCC1=CCCC(C1)(C)C=O)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [1-Methyl-3-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Ozon,Descriptor 2=Fresh;Descriptor 3=Aldehydic
41,1-Cyclohexylethanol,CC(C1CCCCC1)O,,,Zwierzęcy; Zioła; Powdery; Cytrus; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC(C1CCCCC1)O]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [1-Cyclohexylethanol]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Zioła,Descriptor 2=Minty;Descriptor 3=Fruity
