question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
11,"Methyl 2,4-dihydroxy-m-toluate",CC1=C(C=CC(=C1O)C(=O)OC)O,,,Lebensmittel wie; Balsamico; Minty; Marine; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC1=C(C=CC(=C1O)C(=O)OC)O]? Wählen Sie nur eine Option aus der [Lebensmittel wie; Balsamico; Minty; Marine; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [Methyl 2,4-dihydroxy-m-toluate]? Wählen Sie nur eine Option aus der [Lebensmittel wie; Balsamico; Minty; Marine; ]. Bitte keine Kommentare schreiben..",Marine,Descriptor 2=Mossy;Descriptor 3=Aldehydic
12,3-Octen-2-one,CCCC/C=C/C(=O)C,,,Bernstein; Feinschmecker; Erdig; Marine; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CCCC/C=C/C(=O)C]? Wählen Sie nur eine Option aus der [Bernstein; Feinschmecker; Erdig; Marine; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [3-Octen-2-one]? Wählen Sie nur eine Option aus der [Bernstein; Feinschmecker; Erdig; Marine; ]. Bitte keine Kommentare schreiben..,Erdig,Descriptor 2=Mushroom;Descriptor 3=Sweet
13,Isoeugenol benzoate,CC=CC1=CC(=C(C=C1)OC(=O)C2=CC=CC=C2)OC,,,Anisisch; Balsamico; Zitrusfrüchte; Schwefelhaltig; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC=CC1=CC(=C(C=C1)OC(=O)C2=CC=CC=C2)OC]? Wählen Sie nur eine Option aus der [Anisisch; Balsamico; Zitrusfrüchte; Schwefelhaltig; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [Isoeugenol benzoate]? Wählen Sie nur eine Option aus der [Anisisch; Balsamico; Zitrusfrüchte; Schwefelhaltig; ]. Bitte keine Kommentare schreiben..,Balsamico,Descriptor 2=Spicy;Descriptor 3=Floral
14,2-Ethyl-1-hexanol,CCCCC(CC)CO,,,Rauchig; Kampferhaltig; Säurehaltig; Musk-ähnlich; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CCCCC(CC)CO]? Wählen Sie nur eine Option aus der [Rauchig; Kampferhaltig; Säurehaltig; Musk-ähnlich; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [2-Ethyl-1-hexanol]? Wählen Sie nur eine Option aus der [Rauchig; Kampferhaltig; Säurehaltig; Musk-ähnlich; ]. Bitte keine Kommentare schreiben..,Kampferhaltig,Descriptor 2=Aldehydic;Descriptor 3=Sweet
15,Anethole (isomer unspecified),C/C=C/C1=CC=C(C=C1)OC,,,Schwefelhaltig; Anisisch; Zitrusfrüchte; Aldehydisch; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [C/C=C/C1=CC=C(C=C1)OC]? Wählen Sie nur eine Option aus der [Schwefelhaltig; Anisisch; Zitrusfrüchte; Aldehydisch; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [Anethole (isomer unspecified)]? Wählen Sie nur eine Option aus der [Schwefelhaltig; Anisisch; Zitrusfrüchte; Aldehydisch; ]. Bitte keine Kommentare schreiben..,Anisisch,Descriptor 2=Green;Descriptor 3=Herbal
16,3-Methyl-2-butenal,CC(=CC=O)C,,,Rauchig; Powdery; Musk-ähnlich; Aldehydisch; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC(=CC=O)C]? Wählen Sie nur eine Option aus der [Rauchig; Powdery; Musk-ähnlich; Aldehydisch; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [3-Methyl-2-butenal]? Wählen Sie nur eine Option aus der [Rauchig; Powdery; Musk-ähnlich; Aldehydisch; ]. Bitte keine Kommentare schreiben..,Aldehydisch,Descriptor 2=Fruity;Descriptor 3=Nutty
17,Methoxy dicyclopentadiene carboxaldehyde,COC1CC2CC1C3C2CC(C3)C=O,,,Bernstein; Marine; Säurehaltig; Erdig; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [COC1CC2CC1C3C2CC(C3)C=O]? Wählen Sie nur eine Option aus der [Bernstein; Marine; Säurehaltig; Erdig; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [Methoxy dicyclopentadiene carboxaldehyde]? Wählen Sie nur eine Option aus der [Bernstein; Marine; Säurehaltig; Erdig; ]. Bitte keine Kommentare schreiben..,Marine,Descriptor 2=Aldehydic;Descriptor 3=Floral
18,Decanenitrile,CCCCCCCCCC#N,,,Rauchig; Aromatisch; Zitrusfrüchte; Marine; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CCCCCCCCCC#N]? Wählen Sie nur eine Option aus der [Rauchig; Aromatisch; Zitrusfrüchte; Marine; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [Decanenitrile]? Wählen Sie nur eine Option aus der [Rauchig; Aromatisch; Zitrusfrüchte; Marine; ]. Bitte keine Kommentare schreiben..,Zitrusfrüchte,Descriptor 2=Tropical-Fruit;Descriptor 3=Green
19,sec-Butylquinoline,CCC(C)C1=CC2=C(C=C1)N=CC=C2,,,Kampferhaltig; Kräuter; holzartig; Tierähnlich; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CCC(C)C1=CC2=C(C=C1)N=CC=C2]? Wählen Sie nur eine Option aus der [Kampferhaltig; Kräuter; holzartig; Tierähnlich; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [sec-Butylquinoline]? Wählen Sie nur eine Option aus der [Kampferhaltig; Kräuter; holzartig; Tierähnlich; ]. Bitte keine Kommentare schreiben..,Tierähnlich,Descriptor 2=Leathery;Descriptor 3=Green
20,trans-Isoeugenol,C/C=C/C1=CC(=C(C=C1)O)OC,,,Feinschmecker; Kräuter; Würzig; Schwefelhaltig; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [C/C=C/C1=CC(=C(C=C1)O)OC]? Wählen Sie nur eine Option aus der [Feinschmecker; Kräuter; Würzig; Schwefelhaltig; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [trans-Isoeugenol]? Wählen Sie nur eine Option aus der [Feinschmecker; Kräuter; Würzig; Schwefelhaltig; ]. Bitte keine Kommentare schreiben..,Würzig,Descriptor 2=Clove;Descriptor 3=Floral
21,"alpha,alpha-Dimethyl-p-ethylphenylpropanal",CCC1=CC=C(C=C1)CC(C)(C)C=O,,,Anisisch; Ozon; Aromatisch; Powdery; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CCC1=CC=C(C=C1)CC(C)(C)C=O]? Wählen Sie nur eine Option aus der [Anisisch; Ozon; Aromatisch; Powdery; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [alpha,alpha-Dimethyl-p-ethylphenylpropanal]? Wählen Sie nur eine Option aus der [Anisisch; Ozon; Aromatisch; Powdery; ]. Bitte keine Kommentare schreiben..",Ozon,Descriptor 2=Floral;Descriptor 3=Aldehydic
22,p-Tolyl 3-methylbutyrate,CC1=CC=C(C=C1)OC(=O)CC(C)C,,,Tabak wie; Musk-ähnlich; Bernstein; Schwefelhaltig; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC1=CC=C(C=C1)OC(=O)CC(C)C]? Wählen Sie nur eine Option aus der [Tabak wie; Musk-ähnlich; Bernstein; Schwefelhaltig; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [p-Tolyl 3-methylbutyrate]? Wählen Sie nur eine Option aus der [Tabak wie; Musk-ähnlich; Bernstein; Schwefelhaltig; ]. Bitte keine Kommentare schreiben..,Tabak wie,Descriptor 2=Spicy;Descriptor 3=Herbal
23,"Oxacyclohexadecane-2,13-dione",C1CCCCCC(=O)OCCCC(=O)CCCC1,,,Musk-ähnlich; Rauchig; Fruchtig; Blumenmuster; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [C1CCCCCC(=O)OCCCC(=O)CCCC1]? Wählen Sie nur eine Option aus der [Musk-ähnlich; Rauchig; Fruchtig; Blumenmuster; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [Oxacyclohexadecane-2,13-dione]? Wählen Sie nur eine Option aus der [Musk-ähnlich; Rauchig; Fruchtig; Blumenmuster; ]. Bitte keine Kommentare schreiben..",Musk-ähnlich,Descriptor 2=Sweet;Descriptor 3=Powdery
24,Anise seed oil,CCCCCCC(CC=CCCCCCCCC(=O)OCCN(CCOC(=O)CCCCCCCC=CCC(CCCCCC)O)CCOC(=O)CCCCCCCC=CCC(CCCCCC)O)O,,,Würzig; Blumenmuster; Anisisch; Tabak wie; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CCCCCCC(CC=CCCCCCCCC(=O)OCCN(CCOC(=O)CCCCCCCC=CCC(CCCCCC)O)CCOC(=O)CCCCCCCC=CCC(CCCCCC)O)O]? Wählen Sie nur eine Option aus der [Würzig; Blumenmuster; Anisisch; Tabak wie; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [Anise seed oil]? Wählen Sie nur eine Option aus der [Würzig; Blumenmuster; Anisisch; Tabak wie; ]. Bitte keine Kommentare schreiben..,Anisisch,Descriptor 2=Herbal;Descriptor 3=Liquorice
25,"2,6-Dimethyl-10-methylene-2,6,11-dodecatrienal",C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,,,Musk-ähnlich; Aromatisch; Powdery; Zitrusfrüchte; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O]? Wählen Sie nur eine Option aus der [Musk-ähnlich; Aromatisch; Powdery; Zitrusfrüchte; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [2,6-Dimethyl-10-methylene-2,6,11-dodecatrienal]? Wählen Sie nur eine Option aus der [Musk-ähnlich; Aromatisch; Powdery; Zitrusfrüchte; ]. Bitte keine Kommentare schreiben..",Zitrusfrüchte,Descriptor 2=Mandarin;Descriptor 3=Aldehydic
26,"1-Phenyl-1,2-propanedione",CC(=O)C(=O)C1=CC=CC=C1,,,Säurehaltig; Tierähnlich; Aromatisch; Honig; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC(=O)C(=O)C1=CC=CC=C1]? Wählen Sie nur eine Option aus der [Säurehaltig; Tierähnlich; Aromatisch; Honig; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [1-Phenyl-1,2-propanedione]? Wählen Sie nur eine Option aus der [Säurehaltig; Tierähnlich; Aromatisch; Honig; ]. Bitte keine Kommentare schreiben..",Aromatisch,Descriptor 2=Phenolic;Descriptor 3=Dry
27,Methyl phenylacetate,COC(=O)CC1=CC=CC=C1,,,Lebensmittel wie; Zitrusfrüchte; Honig; holzartig; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [COC(=O)CC1=CC=CC=C1]? Wählen Sie nur eine Option aus der [Lebensmittel wie; Zitrusfrüchte; Honig; holzartig; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [Methyl phenylacetate]? Wählen Sie nur eine Option aus der [Lebensmittel wie; Zitrusfrüchte; Honig; holzartig; ]. Bitte keine Kommentare schreiben..,Honig,Descriptor 2=Sweet;Descriptor 3=Floral
28,"Octahydro-7,7,8,8-tetramethyl-2,3b-methano-3bH-
cyclopenta[1,3]cyclopropa[1,2]benzene-4-methanol",CC1(CCC(C23C14C2CC(C4)C3(C)C)CO)C,,,Anisisch; Bernstein; Marine; Schwefelhaltig; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC1(CCC(C23C14C2CC(C4)C3(C)C)CO)C]? Wählen Sie nur eine Option aus der [Anisisch; Bernstein; Marine; Schwefelhaltig; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [Octahydro-7,7,8,8-tetramethyl-2,3b-methano-3bH-
cyclopenta[1,3]cyclopropa[1,2]benzene-4-methanol]? Wählen Sie nur eine Option aus der [Anisisch; Bernstein; Marine; Schwefelhaltig; ]. Bitte keine Kommentare schreiben..",Bernstein,Descriptor 2=Sage;Descriptor 3=Warm
29,Vanilla absolute,CC1=CC=C(C=C1)CC(=O)C2C3=CC=CC(=C3C(CN2C(=O)C=CC4=C(C=CC(=C4F)Cl)N5C=NN=N5)(C)C)C6=CC=C(C=C6)C(=O)NC.CC1=CC=C(C=C1)CC(=O)C2C3=CC=CC(=C3C(CN2C(=O)C=CC4=C(C=CC(=C4F)Cl)N5C=NN=N5)(C)C)C6=CC=C(C=C6)[N+](=O)[O-].CC1(CN(C(C2=CC=CC(=C21)C3=CC=C(C=C3)C(=O)N)C(=O)CC4=CC=C(C=C4)C(=O)O)C(=O)C=CC5=C(C=CC(=C5F)Cl)N6C=NN=N6)C,,,Feinschmecker; Ozon; Marine; Bernstein; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC1=CC=C(C=C1)CC(=O)C2C3=CC=CC(=C3C(CN2C(=O)C=CC4=C(C=CC(=C4F)Cl)N5C=NN=N5)(C)C)C6=CC=C(C=C6)C(=O)NC.CC1=CC=C(C=C1)CC(=O)C2C3=CC=CC(=C3C(CN2C(=O)C=CC4=C(C=CC(=C4F)Cl)N5C=NN=N5)(C)C)C6=CC=C(C=C6)[N+](=O)[O-].CC1(CN(C(C2=CC=CC(=C21)C3=CC=C(C=C3)C(=O)N)C(=O)CC4=CC=C(C=C4)C(=O)O)C(=O)C=CC5=C(C=CC(=C5F)Cl)N6C=NN=N6)C]? Wählen Sie nur eine Option aus der [Feinschmecker; Ozon; Marine; Bernstein; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [Vanilla absolute]? Wählen Sie nur eine Option aus der [Feinschmecker; Ozon; Marine; Bernstein; ]. Bitte keine Kommentare schreiben..,Bernstein,Descriptor 2=Creamy;Descriptor 3=Vanilla
30,2-Acetyl-3-methylpyrazine,CC1=NC=CN=C1C(=O)C,,,Lebensmittel wie; Schwefelhaltig; Grün; Musk-ähnlich; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC1=NC=CN=C1C(=O)C]? Wählen Sie nur eine Option aus der [Lebensmittel wie; Schwefelhaltig; Grün; Musk-ähnlich; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [2-Acetyl-3-methylpyrazine]? Wählen Sie nur eine Option aus der [Lebensmittel wie; Schwefelhaltig; Grün; Musk-ähnlich; ]. Bitte keine Kommentare schreiben..,Lebensmittel wie,Descriptor 2=Nutty;Descriptor 3=Roasted
31,Anisyl alcohol,COC1=CC=C(C=C1)CO,,,Würzig; Blumenmuster; Anisisch; Feinschmecker; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [COC1=CC=C(C=C1)CO]? Wählen Sie nur eine Option aus der [Würzig; Blumenmuster; Anisisch; Feinschmecker; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [Anisyl alcohol]? Wählen Sie nur eine Option aus der [Würzig; Blumenmuster; Anisisch; Feinschmecker; ]. Bitte keine Kommentare schreiben..,Anisisch,Descriptor 2=Sweet;Descriptor 3=Licorice
32,"1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexene-1-yl)-5-methyl-5-(1-methylpropyl)-",CCC(C)C1(COC(OC1)C2CCC(=CC2C)C)C,,,Bernstein; Säurehaltig; Schwefelhaltig; Powdery; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CCC(C)C1(COC(OC1)C2CCC(=CC2C)C)C]? Wählen Sie nur eine Option aus der [Bernstein; Säurehaltig; Schwefelhaltig; Powdery; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexene-1-yl)-5-methyl-5-(1-methylpropyl)-]? Wählen Sie nur eine Option aus der [Bernstein; Säurehaltig; Schwefelhaltig; Powdery; ]. Bitte keine Kommentare schreiben..",Bernstein,Descriptor 2=Dry;Descriptor 3=Woody
33,1-Methyl-4-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde,CC(=CCCC1=CCC(CC1)(C)C=O)C,,,Bernstein; Lebensmittel wie; Tabak wie; Aldehydisch; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC(=CCCC1=CCC(CC1)(C)C=O)C]? Wählen Sie nur eine Option aus der [Bernstein; Lebensmittel wie; Tabak wie; Aldehydisch; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [1-Methyl-4-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde]? Wählen Sie nur eine Option aus der [Bernstein; Lebensmittel wie; Tabak wie; Aldehydisch; ]. Bitte keine Kommentare schreiben..,Aldehydisch,Descriptor 2=Green;Descriptor 3=Floral
34,"5H-5-Methyl-6,7-dihydrocyclopenta(b)pyrazine",CC1CCC2=NC=CN=C12,,,Anisisch; Schwefelhaltig; Balsamico; Erdig; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC1CCC2=NC=CN=C12]? Wählen Sie nur eine Option aus der [Anisisch; Schwefelhaltig; Balsamico; Erdig; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [5H-5-Methyl-6,7-dihydrocyclopenta(b)pyrazine]? Wählen Sie nur eine Option aus der [Anisisch; Schwefelhaltig; Balsamico; Erdig; ]. Bitte keine Kommentare schreiben..",Erdig,Descriptor 2=Sweet;Descriptor 3=Nutty
35,"4-(4,8-Dimethylnona-3,7-dienyl)pyridine",CC(=CCCC(=CCCC1=CC=NC=C1)C)C,,,Säurehaltig; Powdery; holzartig; Marine; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC(=CCCC(=CCCC1=CC=NC=C1)C)C]? Wählen Sie nur eine Option aus der [Säurehaltig; Powdery; holzartig; Marine; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [4-(4,8-Dimethylnona-3,7-dienyl)pyridine]? Wählen Sie nur eine Option aus der [Säurehaltig; Powdery; holzartig; Marine; ]. Bitte keine Kommentare schreiben..",Marine,Descriptor 2=Fresh;Descriptor 3=Clean
36,3-(4-Methyl-3-pentenyl)-3-cyclohexene-1-carbonitrile,CC(=CCCC1=CCCC(C1)C#N)C,,,Erdig; Marine; Balsamico; Feinschmecker; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC(=CCCC1=CCCC(C1)C#N)C]? Wählen Sie nur eine Option aus der [Erdig; Marine; Balsamico; Feinschmecker; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [3-(4-Methyl-3-pentenyl)-3-cyclohexene-1-carbonitrile]? Wählen Sie nur eine Option aus der [Erdig; Marine; Balsamico; Feinschmecker; ]. Bitte keine Kommentare schreiben..,Marine,Descriptor 2=Cooling;Descriptor 3=Fresh
37,1-(2-Benzofuranyl)ethanone,CC(=O)C1=CC2=CC=CC=C2O1,,,Grün; Bernstein; Anisisch; Powdery; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC(=O)C1=CC2=CC=CC=C2O1]? Wählen Sie nur eine Option aus der [Grün; Bernstein; Anisisch; Powdery; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [1-(2-Benzofuranyl)ethanone]? Wählen Sie nur eine Option aus der [Grün; Bernstein; Anisisch; Powdery; ]. Bitte keine Kommentare schreiben..,Powdery,Descriptor 2=Floral;Descriptor 3=Hay
