Dataset,Mixture 1,Mixture 2,Experimental Values,CID_count_1,CID_Mixture_1,CID_count_2,CID_Mixture_2,SMILES_1,compound.name_1,SMILES_2,compound.name_2,answer
Bushdid,231,183,0.5,20,8186;8858;8051;5634;7685;179;10560;7363;7059;7749;7921;5283349;2879;31244;5281515;326;1031;7150;7344;8030,20,8186;8858;8051;5634;7685;179;10560;7363;7059;7749;7921;5283349;2879;31244;5281515;326;1031;7150;7344;11509,CCCCCCCCCCC=O;CC(=CC(=O)C)C;CCCCCC(=O)C;C=CCCCCCCCCC(=O)O;CC1=CC=C(C=C1)OC(=O)C(C)C;CC(C(=O)C)O;CCC(C)S;C1=COC(=C1)CS;CC1=CC2=C(C=C1)N=CC=C2;CCC(=O)OCC;CC1CCC(=O)O1;CCCCCC=CC=CC=O;CC1=CC=C(C=C1)O;COC1=CC=C(C=C1)C=O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CC(C)C1=CC=C(C=C1)C=O;CCCO;COC(=O)C1=CC=CC=C1;CCOC(=O)C(C)O;C1=CSC=C1,"undecanal;4-methylpent-3-en-2-one;heptan-2-one;undec-10-enoic acid;(4-methylphenyl) 2-methylpropanoate;3-hydroxybutan-2-one;butane-2-thiol;furan-2-ylmethanethiol;6-methylquinoline;ethyl propanoate;5-methyloxolan-2-one;(2E,4E)-deca-2,4-dienal;4-methylphenol;4-methoxybenzaldehyde;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;4-propan-2-ylbenzaldehyde;propan-1-ol;methyl benzoate;ethyl 2-hydroxypropanoate;thiophene",CCCCCCCCCCC=O;CC(=CC(=O)C)C;CCCCCC(=O)C;C=CCCCCCCCCC(=O)O;CC1=CC=C(C=C1)OC(=O)C(C)C;CC(C(=O)C)O;CCC(C)S;C1=COC(=C1)CS;CC1=CC2=C(C=C1)N=CC=C2;CCC(=O)OCC;CC1CCC(=O)O1;CCCCCC=CC=CC=O;CC1=CC=C(C=C1)O;COC1=CC=C(C=C1)C=O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CC(C)C1=CC=C(C=C1)C=O;CCCO;COC(=O)C1=CC=CC=C1;CCOC(=O)C(C)O;CCCC(=O)CC,"undecanal;4-methylpent-3-en-2-one;heptan-2-one;undec-10-enoic acid;(4-methylphenyl) 2-methylpropanoate;3-hydroxybutan-2-one;butane-2-thiol;furan-2-ylmethanethiol;6-methylquinoline;ethyl propanoate;5-methyloxolan-2-one;(2E,4E)-deca-2,4-dienal;4-methylphenol;4-methoxybenzaldehyde;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;4-propan-2-ylbenzaldehyde;propan-1-ol;methyl benzoate;ethyl 2-hydroxypropanoate;hexan-3-one",Slightly Similar
Bushdid,218,73,0.653846154,30,62336;460;8103;6054;1127;637511;7632;12367;7685;8858;12020;14286;12178;264;24915;798;5634;7654;11552;7463;93009;10882;6544;637566;1068;12180;240;10722;31249;8918,30,62336;460;8103;6054;1127;637511;7632;12367;7685;8858;31272;16666;7966;261;10821;26331;8025;443158;62444;326;176;8148;12348;180;1146;15380;443162;31265;454;7583,CC(C1=CC=CC=C1)C(OC)OC;COC1=CC=CC=C1O;CCCCCCO;C1=CC=C(C=C1)CCO;C1CCSC1;C1=CC=C(C=C1)C=CC=O;CC(C)(CCC1=CC=CC=C1)O;CCCCCCCC(C)O;CC1=CC=C(C=C1)OC(=O)C(C)C;CC(=CC(=O)C)C;CCC(C=C)O;CC(=O)C1=CC=CC=N1;CCCC(CC)O;CCCC(=O)O;CCCC(=O)OC(C)(C)CC1=CC=CC=C1;C1=CC=C2C(=C1)C=CN2;C=CCCCCCCCCC(=O)O;CC(=O)OCCC1=CC=CC=C1;CC(C)CC=O;CC1=CC=C(C=C1)C(C)C;CC(=O)OC1CC2CCC1(C2(C)C)C;CCCCC(=O)OCC;CC1=CC(=O)CC(C1)(C)C;CC(=CCCC(=CCO)C)C;CSC;CCCC(=O)OC;C1=CC=C(C=C1)C=O;CC1=CC=CC=C1C=O;CCOC(=O)CCC(=O)OCC;CCCCCCCCCOC(=O)C,"1,1-dimethoxypropan-2-ylbenzene;2-methoxyphenol;hexan-1-ol;2-phenylethanol;thiolane;(E)-3-phenylprop-2-enal;2-methyl-4-phenylbutan-2-ol;nonan-2-ol;(4-methylphenyl) 2-methylpropanoate;4-methylpent-3-en-2-one;pent-1-en-3-ol;1-pyridin-2-ylethanone;hexan-3-ol;butanoic acid;(2-methyl-1-phenylpropan-2-yl) butanoate;1H-indole;undec-10-enoic acid;2-phenylethyl acetate;3-methylbutanal;1-methyl-4-propan-2-ylbenzene;[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate;ethyl pentanoate;3,5,5-trimethylcyclohex-2-en-1-one;(2E)-3,7-dimethylocta-2,6-dien-1-ol;methylsulfanylmethane;methyl butanoate;benzaldehyde;2-methylbenzaldehyde;diethyl butanedioate;nonyl acetate",CC(C1=CC=CC=C1)C(OC)OC;COC1=CC=CC=C1O;CCCCCCO;C1=CC=C(C=C1)CCO;C1CCSC1;C1=CC=C(C=C1)C=CC=O;CC(C)(CCC1=CC=CC=C1)O;CCCCCCCC(C)O;CC1=CC=C(C=C1)OC(=O)C(C)C;CC(=CC(=O)C)C;CCCCOC(=O)C;CC1CCC(C(C1)O)C(C)C;C1CCC(CC1)O;CCCC=O;C#CC1=CC=CC=C1;CCC1=NC=CN=C1;CCOC=O;CC(=CCCC(C)(C=C)O)C;CCCC(=O)SC;CC(C)C1=CC=C(C=C1)C=O;CC(=O)O;CCCCNCCCC;CCCCCOC(=O)C;CC(=O)C;CN(C)C;CSCSC;CC1=CCC(CC1)C(C)(C)O;CCCCCC(=O)OCC;CCCCCCCC=O;C1=CC=C(C=C1)OC2=CC=CC=C2,"1,1-dimethoxypropan-2-ylbenzene;2-methoxyphenol;hexan-1-ol;2-phenylethanol;thiolane;(E)-3-phenylprop-2-enal;2-methyl-4-phenylbutan-2-ol;nonan-2-ol;(4-methylphenyl) 2-methylpropanoate;4-methylpent-3-en-2-one;butyl acetate;(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol;cyclohexanol;butanal;ethynylbenzene;2-ethylpyrazine;ethyl formate;(3R)-3,7-dimethylocta-1,6-dien-3-ol;S-methyl butanethioate;4-propan-2-ylbenzaldehyde;acetic acid;N-butylbutan-1-amine;pentyl acetate;propan-2-one;N,N-dimethylmethanamine;bis(methylsulfanyl)methane;2-[(1S)-4-methylcyclohex-3-en-1-yl]propan-2-ol;ethyl hexanoate;octanal;phenoxybenzene",Slightly Dissimilar
Bushdid,300,134,0.346153846,10,443158;22201;2879;999;1140;31249;11552;4133;8858;22873,10,443158;22201;2879;999;1140;31249;11552;4133;8858;7632,CC(=CCCC(C)(C=C)O)C;CC1=NC=CN=C1C;CC1=CC=C(C=C1)O;C1=CC=C(C=C1)CC(=O)O;CC1=CC=CC=C1;CCOC(=O)CCC(=O)OCC;CC(C)CC=O;COC(=O)C1=CC=CC=C1O;CC(=CC(=O)C)C;CCCCCCOC(=O)CCCCC,"(3R)-3,7-dimethylocta-1,6-dien-3-ol;2,3-dimethylpyrazine;4-methylphenol;2-phenylacetic acid;toluene;diethyl butanedioate;3-methylbutanal;methyl 2-hydroxybenzoate;4-methylpent-3-en-2-one;hexyl hexanoate",CC(=CCCC(C)(C=C)O)C;CC1=NC=CN=C1C;CC1=CC=C(C=C1)O;C1=CC=C(C=C1)CC(=O)O;CC1=CC=CC=C1;CCOC(=O)CCC(=O)OCC;CC(C)CC=O;COC(=O)C1=CC=CC=C1O;CC(=CC(=O)C)C;CC(C)(CCC1=CC=CC=C1)O,"(3R)-3,7-dimethylocta-1,6-dien-3-ol;2,3-dimethylpyrazine;4-methylphenol;2-phenylacetic acid;toluene;diethyl butanedioate;3-methylbutanal;methyl 2-hydroxybenzoate;4-methylpent-3-en-2-one;2-methyl-4-phenylbutan-2-ol",Strongly Similar
Bushdid,443,410,0.5,20,1060;10882;1140;11002;12020;3314;7632;2969;7888;7749;8918;6054;240;264;5281515;8103;7363;1146;1068;8186,20,1060;10882;1140;11002;12020;3314;7632;2969;7888;7749;8918;6054;240;264;5281515;24915;10890;31249;11509;62465,CC(=O)C(=O)O;CCCCC(=O)OCC;CC1=CC=CC=C1;CCCCSCCCC;CCC(C=C)O;COC1=C(C=CC(=C1)CC=C)O;CC(C)(CCC1=CC=CC=C1)O;CCCCCCCCCC(=O)O;CC(CCCC(C)(C)O)CC=O;CCC(=O)OCC;CCCCCCCCCOC(=O)C;C1=CC=C(C=C1)CCO;C1=CC=C(C=C1)C=O;CCCC(=O)O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CCCCCCO;C1=COC(=C1)CS;CN(C)C;CSC;CCCCCCCCCCC=O,"2-oxopropanoic acid;ethyl pentanoate;toluene;1-butylsulfanylbutane;pent-1-en-3-ol;2-methoxy-4-prop-2-enylphenol;2-methyl-4-phenylbutan-2-ol;decanoic acid;7-hydroxy-3,7-dimethyloctanal;ethyl propanoate;nonyl acetate;2-phenylethanol;benzaldehyde;butanoic acid;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;hexan-1-ol;furan-2-ylmethanethiol;N,N-dimethylmethanamine;methylsulfanylmethane;undecanal",CC(=O)C(=O)O;CCCCC(=O)OCC;CC1=CC=CC=C1;CCCCSCCCC;CCC(C=C)O;COC1=C(C=CC(=C1)CC=C)O;CC(C)(CCC1=CC=CC=C1)O;CCCCCCCCCC(=O)O;CC(CCCC(C)(C)O)CC=O;CCC(=O)OCC;CCCCCCCCCOC(=O)C;C1=CC=C(C=C1)CCO;C1=CC=C(C=C1)C=O;CCCC(=O)O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CCCC(=O)OC(C)(C)CC1=CC=CC=C1;CCCCCOC(=O)CCC;CCOC(=O)CCC(=O)OCC;CCCC(=O)CC;CCC1=CC(=C(C=C1)O)OC,"2-oxopropanoic acid;ethyl pentanoate;toluene;1-butylsulfanylbutane;pent-1-en-3-ol;2-methoxy-4-prop-2-enylphenol;2-methyl-4-phenylbutan-2-ol;decanoic acid;7-hydroxy-3,7-dimethyloctanal;ethyl propanoate;nonyl acetate;2-phenylethanol;benzaldehyde;butanoic acid;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;(2-methyl-1-phenylpropan-2-yl) butanoate;pentyl butanoate;diethyl butanedioate;hexan-3-one;4-ethyl-2-methoxyphenol",Slightly Similar
Bushdid,488,302,0.307692308,10,10890;5373603;7519;31276;7731;4133;10821;8635;6654;6590,10,8148;31272;22386;7685;176;22201;7799;1140;2879;31249,CCCCCOC(=O)CCC;CCC=C1C2=CC=CC=C2C(=O)O1;COC1=CC=CC=C1;CC(C)CCOC(=O)C;CC1=CC=C(C=C1)OC;COC(=O)C1=CC=CC=C1O;C#CC1=CC=CC=C1;COC(=O)C1=CC=CC=C1N;CC1=CCC2CC1C2(C)C;CC(C)C(=O)O,"pentyl butanoate;(3Z)-3-propylidene-2-benzofuran-1-one;anisole;3-methylbutyl acetate;1-methoxy-4-methylbenzene;methyl 2-hydroxybenzoate;ethynylbenzene;methyl 2-aminobenzoate;2,6,6-trimethylbicyclo[3.1.1]hept-2-ene;2-methylpropanoic acid",CCCCNCCCC;CCCCOC(=O)C;CCCC(C)O;CC1=CC=C(C=C1)OC(=O)C(C)C;CC(=O)O;CC1=NC=CN=C1C;CCCCCCCC(=O)OCC;CC1=CC=CC=C1;CC1=CC=C(C=C1)O;CCOC(=O)CCC(=O)OCC,"N-butylbutan-1-amine;butyl acetate;pentan-2-ol;(4-methylphenyl) 2-methylpropanoate;acetic acid;2,3-dimethylpyrazine;ethyl octanoate;toluene;4-methylphenol;diethyl butanedioate",Strongly Similar
Bushdid,424,430,0.692307692,10,460;93009;7583;6501;7150;264;12348;7848;62336;16666,10,8186;7714;22386;8858;326;8918;443158;7710;6184;5283349,COC1=CC=CC=C1O;CC(=O)OC1CC2CCC1(C2(C)C)C;C1=CC=C(C=C1)OC2=CC=CC=C2;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;COC(=O)C1=CC=CC=C1;CCCC(=O)O;CCCCCOC(=O)C;CCCS;CC(C1=CC=CC=C1)C(OC)OC;CC1CCC(C(C1)O)C(C)C,"2-methoxyphenol;[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate;phenoxybenzene;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;methyl benzoate;butanoic acid;pentyl acetate;propane-1-thiol;1,1-dimethoxypropan-2-ylbenzene;(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCC=O;CCCCCCCC1CCC(=O)O1;CCCC(C)O;CC(=CC(=O)C)C;CC(C)C1=CC=C(C=C1)C=O;CCCCCCCCCOC(=O)C;CC(=CCCC(C)(C=C)O)C;CCCCCC1CCC(=O)O1;CCCCCC=O;CCCCCC=CC=CC=O,"undecanal;5-heptyloxolan-2-one;pentan-2-ol;4-methylpent-3-en-2-one;4-propan-2-ylbenzaldehyde;nonyl acetate;(3R)-3,7-dimethylocta-1,6-dien-3-ol;5-pentyloxolan-2-one;hexanal;(2E,4E)-deca-2,4-dienal",Strongly Dissimilar
Bushdid,116,88,0.423076923,30,7600;8858;440917;7921;177;7363;7991;443158;1127;12180;16666;7888;443162;7793;91497;637511;5283349;7165;12020;8025;7714;8048;3314;15380;6736;1068;6544;8797;8186;93009,30,7600;8858;440917;7921;177;7363;7991;443158;1127;12180;16666;7888;443162;7793;91497;637511;5283349;7165;12020;8025;7714;8048;3314;15380;6736;1068;6544;8797;8186;999,CC(C)CCOC(=O)CC1=CC=CC=C1;CC(=CC(=O)C)C;CC1=CCC(CC1)C(=C)C;CC1CCC(=O)O1;CC=O;C1=COC(=C1)CS;CCCCC(=O)O;CC(=CCCC(C)(C=C)O)C;C1CCSC1;CCCC(=O)OC;CC1CCC(C(C1)O)C(C)C;CC(CCCC(C)(C)O)CC=O;CC1=CCC(CC1)C(C)(C)O;CC(CCC=C(C)C)CCO;CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C;C1=CC=C(C=C1)C=CC=O;CCCCCC=CC=CC=O;CCOC(=O)C1=CC=CC=C1;CCC(C=C)O;CCOC=O;CCCCCCCC1CCC(=O)O1;CCCCCCCCCC(=O)OCC;COC1=C(C=CC(=C1)CC=C)O;CSCSC;CC1=CNC2=CC=CC=C12;CSC;CC1=CC(=O)CC(C1)(C)C;CC1=CC=C(C=C1)OC(=O)C;CCCCCCCCCCC=O;CC(=O)OC1CC2CCC1(C2(C)C)C,"3-methylbutyl 2-phenylacetate;4-methylpent-3-en-2-one;(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene;5-methyloxolan-2-one;acetaldehyde;furan-2-ylmethanethiol;pentanoic acid;(3R)-3,7-dimethylocta-1,6-dien-3-ol;thiolane;methyl butanoate;(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol;7-hydroxy-3,7-dimethyloctanal;2-[(1S)-4-methylcyclohex-3-en-1-yl]propan-2-ol;(3S)-3,7-dimethyloct-6-en-1-ol;4,6,6,7,8,8-hexamethyl-1,3,4,7-tetrahydrocyclopenta[g]isochromene;(E)-3-phenylprop-2-enal;(2E,4E)-deca-2,4-dienal;ethyl benzoate;pent-1-en-3-ol;ethyl formate;5-heptyloxolan-2-one;ethyl decanoate;2-methoxy-4-prop-2-enylphenol;bis(methylsulfanyl)methane;3-methyl-1H-indole;methylsulfanylmethane;3,5,5-trimethylcyclohex-2-en-1-one;(4-methylphenyl) acetate;undecanal;[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate",CC(C)CCOC(=O)CC1=CC=CC=C1;CC(=CC(=O)C)C;CC1=CCC(CC1)C(=C)C;CC1CCC(=O)O1;CC=O;C1=COC(=C1)CS;CCCCC(=O)O;CC(=CCCC(C)(C=C)O)C;C1CCSC1;CCCC(=O)OC;CC1CCC(C(C1)O)C(C)C;CC(CCCC(C)(C)O)CC=O;CC1=CCC(CC1)C(C)(C)O;CC(CCC=C(C)C)CCO;CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C;C1=CC=C(C=C1)C=CC=O;CCCCCC=CC=CC=O;CCOC(=O)C1=CC=CC=C1;CCC(C=C)O;CCOC=O;CCCCCCCC1CCC(=O)O1;CCCCCCCCCC(=O)OCC;COC1=C(C=CC(=C1)CC=C)O;CSCSC;CC1=CNC2=CC=CC=C12;CSC;CC1=CC(=O)CC(C1)(C)C;CC1=CC=C(C=C1)OC(=O)C;CCCCCCCCCCC=O;C1=CC=C(C=C1)CC(=O)O,"3-methylbutyl 2-phenylacetate;4-methylpent-3-en-2-one;(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene;5-methyloxolan-2-one;acetaldehyde;furan-2-ylmethanethiol;pentanoic acid;(3R)-3,7-dimethylocta-1,6-dien-3-ol;thiolane;methyl butanoate;(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol;7-hydroxy-3,7-dimethyloctanal;2-[(1S)-4-methylcyclohex-3-en-1-yl]propan-2-ol;(3S)-3,7-dimethyloct-6-en-1-ol;4,6,6,7,8,8-hexamethyl-1,3,4,7-tetrahydrocyclopenta[g]isochromene;(E)-3-phenylprop-2-enal;(2E,4E)-deca-2,4-dienal;ethyl benzoate;pent-1-en-3-ol;ethyl formate;5-heptyloxolan-2-one;ethyl decanoate;2-methoxy-4-prop-2-enylphenol;bis(methylsulfanyl)methane;3-methyl-1H-indole;methylsulfanylmethane;3,5,5-trimethylcyclohex-2-en-1-one;(4-methylphenyl) acetate;undecanal;2-phenylacetic acid",Strongly Similar
Bushdid,16,133,0.538461538,20,177;10976;5281168;12348;6184;26331;261;7888;2969;1031;14286;10430;460;7600;8858;7848;8103;6982;10722;11552,20,177;10976;5281168;12348;6184;16666;1140;15380;8797;7363;7654;1127;176;7519;2758;440917;19310;440967;12232;7460,CC=O;CCCCCC(C)O;CCCC=CC=O;CCCCCOC(=O)C;CCCCCC=O;CCC1=NC=CN=C1;CCCC=O;CC(CCCC(C)(C)O)CC=O;CCCCCCCCCC(=O)O;CCCO;CC(=O)C1=CC=CC=N1;CC(C)CC(=O)O;COC1=CC=CC=C1O;CC(C)CCOC(=O)CC1=CC=CC=C1;CC(=CC(=O)C)C;CCCS;CCCCCCO;CC1=CC(=C(C=C1Cl)C(C)C)O;CC1=CC=CC=C1C=O;CC(C)CC=O,"acetaldehyde;heptan-2-ol;(E)-hex-2-enal;pentyl acetate;hexanal;2-ethylpyrazine;butanal;7-hydroxy-3,7-dimethyloctanal;decanoic acid;propan-1-ol;1-pyridin-2-ylethanone;3-methylbutanoic acid;2-methoxyphenol;3-methylbutyl 2-phenylacetate;4-methylpent-3-en-2-one;propane-1-thiol;hexan-1-ol;4-chloro-5-methyl-2-propan-2-ylphenol;2-methylbenzaldehyde;3-methylbutanal",CC=O;CCCCCC(C)O;CCCC=CC=O;CCCCCOC(=O)C;CCCCCC=O;CC1CCC(C(C1)O)C(C)C;CC1=CC=CC=C1;CSCSC;CC1=CC=C(C=C1)OC(=O)C;C1=COC(=C1)CS;CC(=O)OCCC1=CC=CC=C1;C1CCSC1;CC(=O)O;COC1=CC=CC=C1;CC1(C2CCC(O1)(CC2)C)C;CC1=CCC(CC1)C(=C)C;CSSSC;CC1(C2CCC(=C)C1C2)C;CSSC;CC1=CCC(C=C1)C(C)C,"acetaldehyde;heptan-2-ol;(E)-hex-2-enal;pentyl acetate;hexanal;(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol;toluene;bis(methylsulfanyl)methane;(4-methylphenyl) acetate;furan-2-ylmethanethiol;2-phenylethyl acetate;thiolane;acetic acid;anisole;1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane;(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene;(methyltrisulfanyl)methane;(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane;(methyldisulfanyl)methane;2-methyl-5-propan-2-ylcyclohexa-1,3-diene",Slightly Similar
Bushdid,100,348,0.346153846,20,12020;6501;176;7344;7921;7583;31276;7363;5373603;7150;326;62444;637566;798;179;11509;6590;7685;7165;10882,20,12020;6501;176;7344;7921;7583;31276;7363;5373603;7150;326;62444;637566;798;179;1140;62465;8048;240;2969,CCC(C=C)O;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CC(=O)O;CCOC(=O)C(C)O;CC1CCC(=O)O1;C1=CC=C(C=C1)OC2=CC=CC=C2;CC(C)CCOC(=O)C;C1=COC(=C1)CS;CCC=C1C2=CC=CC=C2C(=O)O1;COC(=O)C1=CC=CC=C1;CC(C)C1=CC=C(C=C1)C=O;CCCC(=O)SC;CC(=CCCC(=CCO)C)C;C1=CC=C2C(=C1)C=CN2;CC(C(=O)C)O;CCCC(=O)CC;CC(C)C(=O)O;CC1=CC=C(C=C1)OC(=O)C(C)C;CCOC(=O)C1=CC=CC=C1;CCCCC(=O)OCC,"pent-1-en-3-ol;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;acetic acid;ethyl 2-hydroxypropanoate;5-methyloxolan-2-one;phenoxybenzene;3-methylbutyl acetate;furan-2-ylmethanethiol;(3Z)-3-propylidene-2-benzofuran-1-one;methyl benzoate;4-propan-2-ylbenzaldehyde;S-methyl butanethioate;(2E)-3,7-dimethylocta-2,6-dien-1-ol;1H-indole;3-hydroxybutan-2-one;hexan-3-one;2-methylpropanoic acid;(4-methylphenyl) 2-methylpropanoate;ethyl benzoate;ethyl pentanoate",CCC(C=C)O;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CC(=O)O;CCOC(=O)C(C)O;CC1CCC(=O)O1;C1=CC=C(C=C1)OC2=CC=CC=C2;CC(C)CCOC(=O)C;C1=COC(=C1)CS;CCC=C1C2=CC=CC=C2C(=O)O1;COC(=O)C1=CC=CC=C1;CC(C)C1=CC=C(C=C1)C=O;CCCC(=O)SC;CC(=CCCC(=CCO)C)C;C1=CC=C2C(=C1)C=CN2;CC(C(=O)C)O;CC1=CC=CC=C1;CCC1=CC(=C(C=C1)O)OC;CCCCCCCCCC(=O)OCC;C1=CC=C(C=C1)C=O;CCCCCCCCCC(=O)O,"pent-1-en-3-ol;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;acetic acid;ethyl 2-hydroxypropanoate;5-methyloxolan-2-one;phenoxybenzene;3-methylbutyl acetate;furan-2-ylmethanethiol;(3Z)-3-propylidene-2-benzofuran-1-one;methyl benzoate;4-propan-2-ylbenzaldehyde;S-methyl butanethioate;(2E)-3,7-dimethylocta-2,6-dien-1-ol;1H-indole;3-hydroxybutan-2-one;toluene;4-ethyl-2-methoxyphenol;ethyl decanoate;benzaldehyde;decanoic acid",Strongly Similar
Bushdid,259,510,0.692307692,10,7519;637511;7799;16666;31272;8030;12232;176;440917;10560,10,7165;1140;22386;8091;6184;7059;7363;6989;5281515;999,COC1=CC=CC=C1;C1=CC=C(C=C1)C=CC=O;CCCCCCCC(=O)OCC;CC1CCC(C(C1)O)C(C)C;CCCCOC(=O)C;C1=CSC=C1;CSSC;CC(=O)O;CC1=CCC(CC1)C(=C)C;CCC(C)S,"anisole;(E)-3-phenylprop-2-enal;ethyl octanoate;(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol;butyl acetate;thiophene;(methyldisulfanyl)methane;acetic acid;(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene;butane-2-thiol",CCOC(=O)C1=CC=CC=C1;CC1=CC=CC=C1;CCCC(C)O;CCCCCCCC(=O)OC;CCCCCC=O;CC1=CC2=C(C=C1)N=CC=C2;C1=COC(=C1)CS;CC1=CC(=C(C=C1)C(C)C)O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;C1=CC=C(C=C1)CC(=O)O,"ethyl benzoate;toluene;pentan-2-ol;methyl octanoate;hexanal;6-methylquinoline;furan-2-ylmethanethiol;5-methyl-2-propan-2-ylphenol;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;2-phenylacetic acid",Strongly Dissimilar
